,Unnamed: 0,Tên Sách,Ảnh bìa,Thể loại,Nội dung tóm tắt,Giá bìa,Kích thước,Số trang,Tác giả,Nhà Xuất Bản,Dịch giả,Nhà Phát Hành,Loại sản phẩm,Tên Sách.1,Ảnh bìa.1,Thể loại.1,Tác giả.1,Nội dung tóm tắt.1,Giá bìa.1,Công ty phát hành,Ngày xuất bản,Loại bìa,Số trang.1,Nhà xuất bản,Kích thước.1,Dịch Giả,Phiên bản
70,70,Graphics (Tập 5) – Issue #05 – Exlore The Space,https://salt.tikicdn.com/cache/280x280/ts/product/61/9e/01/68d2648707771c67e1f240165ed21009.jpg,TẠP CHÍ - CATALOGUE,"EXPLORE THE SPACE Khi đang cầm ấn phẩm này trên tay, chắc hẳn bạn đã có những hình dung về khái niệm “graphic design” (thiết kế đồ hoạ) của riêng mình. Những hình dung đó có thể tồn tại dưới dạng nh...",119500.0,"<p><span style=""font-size: 8pt; font-family: Arial;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;19x27&quot;}"" data-sheets-userformat=""{&quot;2&quot;:14909,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:8}"">19x27</span></p>",120.0,Nguyễn Việt Hùng,,,,,Graphics (Tập 5) – Issue #05 – Exlore The Space,https://salt.tikicdn.com/cache/280x280/ts/product/61/9e/01/68d2648707771c67e1f240165ed21009.jpg,TẠP CHÍ - CATALOGUE,Nguyễn Việt Hùng,"EXPLORE THE SPACE Khi đang cầm ấn phẩm này trên tay, chắc hẳn bạn đã có những hình dung về khái niệm “graphic design” (thiết kế đồ hoạ) của riêng mình. Những hình dung đó có thể tồn tại dưới dạng nh...",119500.0,Tri Thức Trẻ Books,,Bìa mềm,120.0,,"<p><span style=""font-size: 8pt; font-family: Arial;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;19x27&quot;}"" data-sheets-userformat=""{&quot;2&quot;:14909,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:8}"">19x27</span></p>",,
71,71,Tạp chí Forbes Việt Nam - Số 94 (Tháng 6.2021),https://salt.tikicdn.com/cache/280x280/ts/product/2a/88/41/2b49b32e4cdbb227f32db8472f9be562.jpg,TẠP CHÍ - CATALOGUE,"Xuất bản lần đầu tiên vào năm 1917, Forbes là hiện thân của niềm tin mãnh liệt vào tinh thần khởi nghiệp. Sứ mệnh của Forbes là cung cấp những góc nhìn tổng quan, sâu sắc về kinh doanh, trở thành chìa...",45000.0,,140.0,nhieu tac gia,,,,,Tạp chí Forbes Việt Nam - Số 94 (Tháng 6.2021),https://salt.tikicdn.com/cache/280x280/ts/product/2a/88/41/2b49b32e4cdbb227f32db8472f9be562.jpg,TẠP CHÍ - CATALOGUE,nhieu tac gia,"Xuất bản lần đầu tiên vào năm 1917, Forbes là hiện thân của niềm tin mãnh liệt vào tinh thần khởi nghiệp. Sứ mệnh của Forbes là cung cấp những góc nhìn tổng quan, sâu sắc về kinh doanh, trở thành chìa...",45000.0,Forbes Việt Nam,2021-06-07 07:00:00,Bìa mềm,140.0,Forbes Việt Nam,,,Danh sách 50 công ty niêm yết tốt nhất Việt Nam 2021
72,72,Đế Chế SM,https://salt.tikicdn.com/cache/280x280/ts/product/81/20/b3/ff7ab8c2f14e8ce006eac3a346c1b41b.jpg,TẠP CHÍ - CATALOGUE,Lịch sử của SM bất cứ ai cũng phải thừa nhận chính là lịch sử của Lee Soo Man. Đó là lịch sử nửa đời của ông và lịch sử của những người đã cùng ông trải qua những năm tháng đó. Tuy có lúc vấp phải thấ...,64500.0,13 x 19 cm,192.0,Kim Dong Hwan,,,,,Đế Chế SM,https://salt.tikicdn.com/cache/280x280/ts/product/81/20/b3/ff7ab8c2f14e8ce006eac3a346c1b41b.jpg,TẠP CHÍ - CATALOGUE,Kim Dong Hwan,Lịch sử của SM bất cứ ai cũng phải thừa nhận chính là lịch sử của Lee Soo Man. Đó là lịch sử nửa đời của ông và lịch sử của những người đã cùng ông trải qua những năm tháng đó. Tuy có lúc vấp phải thấ...,64500.0,Shinebooks,2019-07-01 00:00:00,Bìa cứng,192.0,,13 x 19 cm,,
73,73,Tạp chí Forbes Việt Nam - Số 95 (Tháng 7.2021),https://salt.tikicdn.com/cache/280x280/ts/product/71/43/eb/02fd031a06d6ec0fe6eda1b78ecae104.jpg,TẠP CHÍ - CATALOGUE,"Xuất bản lần đầu tiên vào năm 1917, Forbes là hiện thân của niềm tin mãnh liệt vào tinh thần khởi nghiệp. Sứ mệnh của Forbes là cung cấp những góc nhìn tổng quan, sâu sắc về kinh doanh, trở thành chìa...",95000.0,,132.0,nhieu tac gia,,,,,Tạp chí Forbes Việt Nam - Số 95 (Tháng 7.2021),https://salt.tikicdn.com/cache/280x280/ts/product/71/43/eb/02fd031a06d6ec0fe6eda1b78ecae104.jpg,TẠP CHÍ - CATALOGUE,nhieu tac gia,"Xuất bản lần đầu tiên vào năm 1917, Forbes là hiện thân của niềm tin mãnh liệt vào tinh thần khởi nghiệp. Sứ mệnh của Forbes là cung cấp những góc nhìn tổng quan, sâu sắc về kinh doanh, trở thành chìa...",95000.0,Forbes Việt Nam,2021-07-05 08:00:00,Bìa mềm,132.0,Forbes Việt Nam,,,30 Doanh nghiẹp hào phóng
74,74,Tạp chí Forbes Việt Nam - Số 93 (Tháng 5.2021),https://salt.tikicdn.com/cache/280x280/ts/product/2f/8e/34/bbba9c9d0401b06c3fe635c8dbffb3d6.jpg,TẠP CHÍ - CATALOGUE,"Xuất bản lần đầu tiên vào năm 1917, Forbes là hiện thân của niềm tin mãnh liệt vào tinh thần khởi nghiệp. Sứ mệnh của Forbes là cung cấp những góc nhìn tổng quan, sâu sắc về kinh doanh, trở thành chìa...",45000.0,,140.0,nhieu tac gia,,,,,Tạp chí Forbes Việt Nam - Số 93 (Tháng 5.2021),https://salt.tikicdn.com/cache/280x280/ts/product/2f/8e/34/bbba9c9d0401b06c3fe635c8dbffb3d6.jpg,TẠP CHÍ - CATALOGUE,nhieu tac gia,"Xuất bản lần đầu tiên vào năm 1917, Forbes là hiện thân của niềm tin mãnh liệt vào tinh thần khởi nghiệp. Sứ mệnh của Forbes là cung cấp những góc nhìn tổng quan, sâu sắc về kinh doanh, trở thành chìa...",45000.0,Forbes Việt Nam,2021-05-11 08:00:00,Bìa mềm,140.0,Forbes Việt Nam,,,Nông nghiệp
75,75,Combo Tạp Chí Graphics (5 Tập),https://salt.tikicdn.com/cache/280x280/ts/product/4e/53/b8/7eaa1203f2c914313ff5d1ea4ae186db.jpg,TẠP CHÍ - CATALOGUE,"COMBO 5 CUỐN GRAPHICSNếu bạn là một người đam mê thiết kế đồ hoạ, hiếu kì về những kiến thức xung quanh lĩnh vực này, Graphics là một cuốn sách tuyệt vời cho bạn. Đây là số đặc biệt đầu tiên của Grap...",588000.0,,500.0,Nguyễn Việt Hùng,,,,,Combo Tạp Chí Graphics (5 Tập),https://salt.tikicdn.com/cache/280x280/ts/product/4e/53/b8/7eaa1203f2c914313ff5d1ea4ae186db.jpg,TẠP CHÍ - CATALOGUE,Nguyễn Việt Hùng,"COMBO 5 CUỐN GRAPHICSNếu bạn là một người đam mê thiết kế đồ hoạ, hiếu kì về những kiến thức xung quanh lĩnh vực này, Graphics là một cuốn sách tuyệt vời cho bạn. Đây là số đặc biệt đầu tiên của Grap...",588000.0,Công Ty TNHH Sách Và Truyền Thông Việt Nam,2019-01-01 13:48:58,Bìa mềm,500.0,,,,
76,76,"Tạp chí Kiến Trúc và Đời Sống bộ 4 cuốn 2020 (tháng 1,2,3,4)",https://salt.tikicdn.com/cache/280x280/ts/product/63/ca/cd/58d053375070fe06442ccf9b86dc4cc3.jpg,TẠP CHÍ - CATALOGUE,"Kiến Trúc và Đời Sống là tạp chí chuyên ngành về kiến trúc với mục đích cung cấp thông tin, kiến thức chuyên môn, diễn biến thị trường, xu hướ trong lĩnh vực kiến trúc, nội thất, xây dựng dành cho các...",86000.0,,,Nhiều tác giả.,,,,,"Tạp chí Kiến Trúc và Đời Sống bộ 4 cuốn 2020 (tháng 1,2,3,4)",https://salt.tikicdn.com/cache/280x280/ts/product/63/ca/cd/58d053375070fe06442ccf9b86dc4cc3.jpg,TẠP CHÍ - CATALOGUE,Nhiều tác giả.,"Kiến Trúc và Đời Sống là tạp chí chuyên ngành về kiến trúc với mục đích cung cấp thông tin, kiến thức chuyên môn, diễn biến thị trường, xu hướ trong lĩnh vực kiến trúc, nội thất, xây dựng dành cho các...",86000.0,Công ty TNHH Không Gian Sống Media,,Bìa mềm,,Công ty TNHH Không Gian Sống Media,,,
77,77,Tạp chí Kiến Trúc và Đời Sống số 180 (Tháng 5.2021),https://salt.tikicdn.com/cache/280x280/ts/product/c9/f6/d9/b9048502e14f71bce01a2cd30c764443.jpg,TẠP CHÍ - CATALOGUE,"Mùa nóng lại đến, bên cạnh việc chống nóng thụ động như lắp đặt máy lạnh, mua thêm quạt máy, thiết kế hệ thống phun sươ chúng ta cần quan tâm đến những hình thức chống nóng chủ động và tiết kiệm như v...",29500.0,,,Nhiều,,,,,Tạp chí Kiến Trúc và Đời Sống số 180 (Tháng 5.2021),https://salt.tikicdn.com/cache/280x280/ts/product/c9/f6/d9/b9048502e14f71bce01a2cd30c764443.jpg,TẠP CHÍ - CATALOGUE,Nhiều,"Mùa nóng lại đến, bên cạnh việc chống nóng thụ động như lắp đặt máy lạnh, mua thêm quạt máy, thiết kế hệ thống phun sươ chúng ta cần quan tâm đến những hình thức chống nóng chủ động và tiết kiệm như v...",29500.0,Công ty TNHH Không Gian Sống Media,,Bìa mềm,,Công ty TNHH Không Gian Sống Media,,,
78,78,Tạp chí Kiến Trúc và Đời Sống số 181 (Tháng 6.2021),https://salt.tikicdn.com/cache/280x280/ts/product/36/2b/1e/f10beb7b32160c9f0db1c4b0099e4278.jpg,TẠP CHÍ - CATALOGUE,"Nhân ngày Quốc tế Thiếu nhi 1.6.2021, tạp chí Kiến Trúc & Đời Sống đã dành riêng một chuyên đề cũng như một số bài viết khác để trao đổi về không gian sống và chơi đùa cho trẻ em. Đặc biệt trong đ...",35800.0,,,nhieu tac gia,,,,,Tạp chí Kiến Trúc và Đời Sống số 181 (Tháng 6.2021),https://salt.tikicdn.com/cache/280x280/ts/product/36/2b/1e/f10beb7b32160c9f0db1c4b0099e4278.jpg,TẠP CHÍ - CATALOGUE,nhieu tac gia,"Nhân ngày Quốc tế Thiếu nhi 1.6.2021, tạp chí Kiến Trúc & Đời Sống đã dành riêng một chuyên đề cũng như một số bài viết khác để trao đổi về không gian sống và chơi đùa cho trẻ em. Đặc biệt trong đ...",35800.0,Công ty TNHH Không Gian Sống Media,,Bìa mềm,,Công ty TNHH Không Gian Sống Media,,,
79,79,Graphics (Tập 4) – Issue #04,https://salt.tikicdn.com/cache/280x280/ts/product/7b/6c/6e/30426401141cf6352fe7041c1207d64d.jpg,TẠP CHÍ - CATALOGUE,"GRAPHICS 4“Design for everyone – Design in everyone”(Thiết kế dành cho mọi người – Thiết kế ở trong mỗi người)Nếu bạn là một người đam mê thiết kế đồ hoạ, hiếu kì về những kiến thức xung quanh lĩnh...",126700.0,"<p><span style=""color: #4b4f56; font-family: Helvetica, Arial, sans-serif; font-size: 12px; white-space: pre-wrap; background-color: #f1f0f0;"">19x26.5</span></p>",136.0,Nguyễn Việt Hùng,,,,,Graphics (Tập 4) – Issue #04,https://salt.tikicdn.com/cache/280x280/ts/product/7b/6c/6e/30426401141cf6352fe7041c1207d64d.jpg,TẠP CHÍ - CATALOGUE,Nguyễn Việt Hùng,"GRAPHICS 4“Design for everyone – Design in everyone”(Thiết kế dành cho mọi người – Thiết kế ở trong mỗi người)Nếu bạn là một người đam mê thiết kế đồ hoạ, hiếu kì về những kiến thức xung quanh lĩnh...",126700.0,Tri Thức Trẻ Books,,Bìa mềm,136.0,,"<p><span style=""color: #4b4f56; font-family: Helvetica, Arial, sans-serif; font-size: 12px; white-space: pre-wrap; background-color: #f1f0f0;"">19x26.5</span></p>",,
80,80,Tạp chí ELLE tháng 6/2021,https://salt.tikicdn.com/cache/280x280/ts/product/16/bb/97/39472a32606b7206ce6e5eafdd3be60a.jpg,TẠP CHÍ - CATALOGUE,ELLE JUNE ISSUEChưa bao giờ sức khỏe tinh thần lại trở thành đề tài được quan tâm như hiện nay. Báo cáo về xu hướng của Google liệt kê các cụm từ keyword đang được tìm kiếm ngày càng nhiều bao gồm: “...,65000.0,,160.0, ,,,,,Tạp chí ELLE tháng 6/2021,https://salt.tikicdn.com/cache/280x280/ts/product/16/bb/97/39472a32606b7206ce6e5eafdd3be60a.jpg,TẠP CHÍ - CATALOGUE, ,ELLE JUNE ISSUEChưa bao giờ sức khỏe tinh thần lại trở thành đề tài được quan tâm như hiện nay. Báo cáo về xu hướng của Google liệt kê các cụm từ keyword đang được tìm kiếm ngày càng nhiều bao gồm: “...,65000.0, Accord Publishing,,Bìa mềm,160.0,nxb thanh nien,,,Tạp chí
81,81,Tạp chí Kiến Trúc và Đời Sống bộ 4 cuốn (từ tháng 1 đến tháng 4 năm 2021),https://salt.tikicdn.com/cache/280x280/ts/product/50/fa/a7/09798e88a917286b0858cca6c6b2bf32.jpg,TẠP CHÍ - CATALOGUE, Bộ 4 cuốn gồm các số báo phát hành từ tháng 1 đến tháng 4 năm 2021 cùa tạp chí Kiến Trúc và Đời Sông có nhiều nội dung phong  phú.Khởi đầu là số tháng 1 với nội dung  chào 2011 với  chuyên đề  có c...,115000.0,,,nhieu tac gia,,,,,Tạp chí Kiến Trúc và Đời Sống bộ 4 cuốn (từ tháng 1 đến tháng 4 năm 2021),https://salt.tikicdn.com/cache/280x280/ts/product/50/fa/a7/09798e88a917286b0858cca6c6b2bf32.jpg,TẠP CHÍ - CATALOGUE,nhieu tac gia, Bộ 4 cuốn gồm các số báo phát hành từ tháng 1 đến tháng 4 năm 2021 cùa tạp chí Kiến Trúc và Đời Sông có nhiều nội dung phong  phú.Khởi đầu là số tháng 1 với nội dung  chào 2011 với  chuyên đề  có c...,115000.0,Công ty TNHH Không Gian Sống Media,,Bìa mềm,,Công ty TNHH Không Gian Sống Media,,,
82,82,Tạp chí ELLE tháng 7/2021,https://salt.tikicdn.com/cache/280x280/ts/product/2e/97/2b/387aa323299b72ad83622278b88110c7.jpg,TẠP CHÍ - CATALOGUE,"ELLE VIETNAM - SỐ THÁNG 7Mùa Hè năm nay chắc chắn sẽ đến rất muộn, khi mà hầu hết chúng ta đang phải cố gắng vượtqua những căng thẳng và thử thách vì đại dịch, trong công việc và cuộc sống hằng ngày...",65000.0,,160.0, ,,,,,Tạp chí ELLE tháng 7/2021,https://salt.tikicdn.com/cache/280x280/ts/product/2e/97/2b/387aa323299b72ad83622278b88110c7.jpg,TẠP CHÍ - CATALOGUE, ,"ELLE VIETNAM - SỐ THÁNG 7Mùa Hè năm nay chắc chắn sẽ đến rất muộn, khi mà hầu hết chúng ta đang phải cố gắng vượtqua những căng thẳng và thử thách vì đại dịch, trong công việc và cuộc sống hằng ngày...",65000.0, Accord Publishing,2021-07-09 21:35:38,Bìa mềm,160.0,nxb thanh nien,,,Tạp chí
83,83,Tạp chí Forbes Việt Nam - Số 96+97 (Tháng 8+9.2021),https://salt.tikicdn.com/cache/280x280/ts/product/4a/e2/69/7f51cb582894c8ccadd1f1462fe39491.jpg,TẠP CHÍ - CATALOGUE,"Xuất bản lần đầu tiên vào năm 1917, Forbes là hiện thân của niềm tin mãnh liệt vào tinh thần khởi nghiệp. Sứ mệnh của Forbes là cung cấp những góc nhìn tổng quan, sâu sắc về kinh doanh, trở thành chìa...",95000.0,,148.0,nhieu tac gia,,,,,Tạp chí Forbes Việt Nam - Số 96+97 (Tháng 8+9.2021),https://salt.tikicdn.com/cache/280x280/ts/product/4a/e2/69/7f51cb582894c8ccadd1f1462fe39491.jpg,TẠP CHÍ - CATALOGUE,nhieu tac gia,"Xuất bản lần đầu tiên vào năm 1917, Forbes là hiện thân của niềm tin mãnh liệt vào tinh thần khởi nghiệp. Sứ mệnh của Forbes là cung cấp những góc nhìn tổng quan, sâu sắc về kinh doanh, trở thành chìa...",95000.0,Forbes Việt Nam,,Bìa mềm,148.0,Forbes Việt Nam,,,Danh sách 25 thương hiệu tài chính dẫn đầu
84,84,Tạp chí Kiến Trúc và Đời Sống bộ 2018,https://salt.tikicdn.com/cache/280x280/ts/product/04/20/c0/13c2fbb6c901d0f0502aa0dcc12064ce.jpg,TẠP CHÍ - CATALOGUE,"Bộ Kiến Trúc và Đời Sống năm 2018, bao gồm các số báo từ số 140,142,143,144,145,146,147,148,149,150,151.  Tạp chí phát hành vào mỗi đầu tháng, là tờ báo chuyên ngành về kiến trúc, cung cấp thông tin,...",200000.0,,,Nhiều tác giả.,,,,,Tạp chí Kiến Trúc và Đời Sống bộ 2018,https://salt.tikicdn.com/cache/280x280/ts/product/04/20/c0/13c2fbb6c901d0f0502aa0dcc12064ce.jpg,TẠP CHÍ - CATALOGUE,Nhiều tác giả.,"Bộ Kiến Trúc và Đời Sống năm 2018, bao gồm các số báo từ số 140,142,143,144,145,146,147,148,149,150,151.  Tạp chí phát hành vào mỗi đầu tháng, là tờ báo chuyên ngành về kiến trúc, cung cấp thông tin,...",200000.0,Công ty TNHH Không Gian Sống Media,,Bìa mềm,,Công ty TNHH Không Gian Sống Media,,,
85,85,Tạp chí Kiến Trúc và Đời Sống số 179 (Tháng 4.2021),https://salt.tikicdn.com/cache/280x280/ts/product/33/77/0f/fbe57348bcf38b1aad8c5bb9ae43e512.jpg,TẠP CHÍ - CATALOGUE,"Có những căn nhà khi xây xong thì trông thật hào nhoáng. Nhưng sau khi ở một thời gian thì phát sinh hàng loạt vấn đề. Từ chuyện thấm, chuyện rò rỉ điện, chuyện cửa sổ không che được mư Có những sự cố...",29500.0,,,nhieu tac gia,,,,,Tạp chí Kiến Trúc và Đời Sống số 179 (Tháng 4.2021),https://salt.tikicdn.com/cache/280x280/ts/product/33/77/0f/fbe57348bcf38b1aad8c5bb9ae43e512.jpg,TẠP CHÍ - CATALOGUE,nhieu tac gia,"Có những căn nhà khi xây xong thì trông thật hào nhoáng. Nhưng sau khi ở một thời gian thì phát sinh hàng loạt vấn đề. Từ chuyện thấm, chuyện rò rỉ điện, chuyện cửa sổ không che được mư Có những sự cố...",29500.0,Công ty TNHH Không Gian Sống Media,2021-04-01 09:01:45,Bìa mềm,,Công ty TNHH Không Gian Sống Media,,,Thường
