tên sách,ảnh bìa,thể loại,tác giả,nội dung tóm tắt,giá bìa,nhà phát hành,nhà xuất bản,ngày xuất bản,kích thước,loại bìa,số trang,dịch giả
Phong Thủy Nhập Môn,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_28717.jpg,PHONG THỦY - KINH DỊCH,Lý Cư Minh,"
Phong Thủy Nhập Môn
Phong thủy có vai trò rất to lớn, tuy nhiên nó chỉ hỗ trợ, có tác dụng cải tiến, chứ không thể làm thay đổi hoàn toàn mệnh vận của một người. Phong thủy tốt sẽ giúp giảm thiểu được tai họa khi gặp vận xấu, giúp gia tăng sự thành công và may mắn khi vào vận tốt.
""Nhập Môn Phong Thủy"" là cuốn sách khởi đầu cho những người muốn tìm hiểu về phong thủy, nội dung cuốn sách cũng được dùng làm tài liệu giảng dạy tại Trung tâm đào tạo phong thủy - Viện nghiên cứu Phong thủy Thế giới, cũng như dùng cho hội viên Hội Kinh dịch thế giới tại Việt Nam. Quan điểm và cách lý giải về Phong thủy trong cuốn sách này là kết quả nghiên cứu, tìm tòi trong nhiều năm của tác giả. Cuốn sách đề cập tới các vấn đề:

Cơ sở lý luận phong thủy nhập môn
Bí quyết phong thủy Huyền không
Thế nào là Tam bàn quái? Thất tinh đả kiếp?
Sát tinh trạch vận, bài trí nhà ở theo bát vận...
 
",129.000 đ,,NXB Hồng Đức,2018,16 x 24 cm,Bìa Mềm,295.0,
Chỉ Cần 10 Phút Để Sắp Xếp Nhà Cửa Ngăn Nắp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_64000.jpg,PHONG THỦY - KINH DỊCH,Thu Trang,"
		    Chỉ Cần 10 Phút Để Sắp Xếp Nhà Cửa Ngăn Nắp
Bạn đừng dành cả một ngày hay một buổi để dọn dẹp toàn bộ ngôi nhà. Đây chắc chắn không phải là con đường để xây dựng nên lối sống ngăn nắp, gọn gàng. Hãy bắt đầu dần dần, từng chút một.
Điều cuối cùng trước khi chúng ta bắt tay vào mẹo vặt đầu tiên, đó là sống ngăn nắp, có tổ chức luôn là điều tốt cho sự thành công của bạn, vì khi đó mọi thứ đều được nằm trong tầm kiểm soát. Hãy nhớ, mọi thứ luôn ở đúng vị trí của nó, chỉ có điều bạn có tìm thấy hay không.
Hãy đọc cuốn sách này để chỉ cần 10 phút, bạn cũng có thể sắp xếp nhà cửa ngăn nắp!		    
",28.000 đ,,NXB Phụ Nữ,05-2012,20.5 x 18,Bìa Mềm,80.0,
Tử Vi Đầu Số Toàn Thư - Tập 1 (Giải Mã Thiên Hạ Đệ Nhất Thần Số),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_16426.jpg,PHONG THỦY - KINH DỊCH,"Hi Di Trần Đoàn, Lâm Canh Phàm","
Thành tựu quan trọng trên phương diện Đạo giáo thiên văn lịch toán được thu thập nhiều trong Đạo Tàng, trong đó ghi chép về Tử Vi Đẩu Số có ba quyển, giới thiệu chi tiết về hệ thống lý luận, trình tự lập bàn trong Tử Vi Đẩu Số, đồng thời thu thập được nhiều các ví dụ thực tế của Mệnh bàn, là con đường quan trọng trong việc lí giải Tử Vi Đẩu Số của người thời nay.
Để hiểu rõ hơn về hệ thống lí luận của Tử vi đẩu số, đưa ra những đặc sắc trong đó, để có thể vận dụng vào hiện tại, quyển sách này đã dựa vào nguyên bản cổ, thiết kế thêm những tranh minh họa và bảng biểu, trọng tâm giới thiệu quá trình lập Mệnh bàn, tường tận giải thích từng bước, đi sâu vào phân tích mỗi Tinh Diệu, phối hợp với lượng lớn các ví dụ minh chứng thực tế mà Mệnh lý đã dự đoán.
Toàn bộ quyển sách đã ""thâm nhập thiển xuất"" (đi sâu vào phân tích, đưa ra lí giải giản đơn), vừa mang tính lí luận lại vừa dễ hiểu. Bằng các thủ pháp biên tập độc đáo, sáng tạo đã diễn giải một cách mới mẻ bộ Đạo Tàng kinh điển, tin rằng có thể giúp độc giả càng đi sâu vào tìm hiểu nền văn hóa truyền thống Trung Hoa bác đại tinh thâm. 
",350.000 đ,,NXB Hồng Đức,2019,19 x 27 cm,Bìa Mềm,729.0,
Bát Trạch Minh Cảnh (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_48253.jpg,PHONG THỦY - KINH DỊCH,Cố Ngô Tự,"
Phong thủy , hầu hết mọi người đều cho rằng đó là về âm trạch , mộ phần , mà trên thực tế , dương trạch mới là nơi chính yếu để con người đưa ra các quyết định , hành động cho các chuyện lớn nhỏ . Chỉ có "" nhân - trạch tương phù "" mới có thể thuận ứng thiên thời , địa khí , mới làm cho vận thế của bản thân hưng vượng , sức khỏe của toàn gia đình từ lớn tới bé đều tốt , đạt được mục tiêu ""tài lộc hanh thông"".
Phái Bát trạch là phái đứng đầu trong dương trạch , được người Hoa trên toàn thế giới tôn là "" phong thủy chính tông"" ; ""Bát trạch minh kính"" là tác phẩm tinh túy của phái bát trạch . Đặc điểm lớn nhất của nó chính là kết hợp giữa niên mệnh , tam nguyên của chủ nhà và thuộc tính âm dương của bát trạch để suy đoán cát trạch cũng như là các phương vị tốt cho cửa ra vào , ... làm cho học thuyêt phong thủy bát trạch càng sâu sắc , tinh thâm , chuẩn xác hơn . Giúp mọi người  dễ dàng nắm bắt được cách bố trí nhà cửa để đạt được vận thế tốt. 
",200.000 đ,,NXB Hồng Đức,2020,27 x 19 cm,Bìa Cứng,348.0,
Thuật Xử Thế Của Người Xưa (Tái Bản 2021),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_225520.jpg,PHONG THỦY - KINH DỊCH,Thu Giang Nguyễn Duy Cần,"
Thuật xử thế của người xưa thông qua những điển tích Trung Hoa để rút ra những bài học uyên thâm và đầy ngụ ý, nhằm hướng người đọc đến những giá trị chân thiện mỹ, góp phần giáo dục đạo đức lối sống của thanh niên.
Trong xã hội hiện đại, con người mải mê chạy theo những giá trị vật chất mà bỏ quên mất việc tu dưỡng đạo đức, lối sống. Xã hội càng phát triển bao nhiêu thì đạo đức xã hội lại càng băng hoại đi bấy nhiêu. Vì vậy, những câu chuyện trong Thuật xử thế của người xưa tuy đã trải qua hàng vạn năm nhưng vẫn còn vẹn nguyên giá trị đức dục. Cuốn sách góp phần định hướng người đọc đến các giá trị chân thiện mỹ trong cuộc sống. 
",55.000 đ,,NXB Trẻ,2021,19 x 13 cm,Bìa Mềm,134.0,
Kinh Dịch Trọn Bộ (Ngô Tất Tố Dịch Và Chú Giải) - Bìa Cứng,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_244718_1_1464.jpg,PHONG THỦY - KINH DỊCH,Ngô Tất Tố,"
Khổng Tử đã từng nói: “Nếu cho tôi sống thêm vài năm nữa, thì cho dù 50 tuổi học Kinh Dịch cũng không phải là sai lầm”.
Có thể nói, Kinh Dịch là một trước tác kinh điển lâu đời nhất, kết tinh trí tuệ của văn hóa Trung Hoa cổ đại. Kinh Dịch phát hiện tính quy luật và phương pháp nhận thức, dự đoán, xử lý sự vật, và với ý nghí nghĩa phương pháp luận này, nó có ảnh hưởng quan trọng đối với nhiều lĩnh vực như triết học, khoa học xã hội, văn hóa nghệ thuật… của Trung Quốc từ xưa đến nay.

Trong Kinh Dịch có 384 hào, có nghĩa là có 384 lời khuyên hữu ích.
Lật mở từng trang sách, bạn sẽ có cảm giác nhẹ nhàng, khoan khoái, bạn hẳn sẽ không nghĩ rằng quản lý trong học thuật truyền thống lại được viết ra gần gũi, dễ hiểu đến thế. Ở đó, bạn không hề thấy bất kỳ hơi thở nào mang âm hưởng nghiên cứu Nho giáo, càng không hề thấy chỗ nào khó hiểu cả. Đáng quý hơn là, bạn sẽ thấy mỗi một điểm trong cuốn sách này đều liên quan mật thiết đến công việc của bản thân mình. Mỗi một quan điểm, mỗi một kiến giải trong đó đều giúp chúng ta thoát ra khỏi khó khăn và cản trở để trưởng thành trong công việc. 
",195.000 đ,,NXB Văn Học,2021,24 x 16 cm,Bìa Cứng,720.0,
Xem Tướng Biết Người,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095608065.jpg,PHONG THỦY - KINH DỊCH,Thiệu Vĩ Hoa,"
Cuốn sách nhằm cung cấp cho bạn đọc một tài liệu về Nhân tướng học với tính ứng dụng cao nhất, có khả năng phổ biến rộng rãi nhất cũng như có tính nghiên cứu đầy đủ nhất.Tổng hợp những đặc trưng Nhân tướng học trong các cuốn sách cổ, kết hợp với một lượng lớn tranh ảnh, hình vẽ minh họa sinh động với cách thiết kế và trình bày sáng sủa, khoa học nhất, giúp bạn đọc thuận tiện hơn trong việc kết hợp giữa lý luận và hình minh họa, làm tăng tính trực quan sinh động cũng như tính ứng dụng của cuốn sách.
Cuốn sách sử dụng văn phong giản dị, rõ ràng, khúc chiết nhưng vẫn rất dễ hiểu và gần gũi giúp bạn đọc có thêm hứng thú khi tìm hiểu về lĩnh vực tuy quen thuộc nhưng cũng đầy mới mẻ này. 
",100.000 đ,,NXB Thời Đại,2010,24 x 16 cm,Bìa Mềm,494.0,
Dịch Tượng Luận - Tử Vi Bí Kiếp (Bìa Cứng),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_220498.jpg,PHONG THỦY - KINH DỊCH,Thu Giang Nguyễn Duy Cần,"
1/ Dịch Tượng Luận: Học Dịch rất khó. Khó vì, hiểu Dịch không phải ở hiểu Lời mà phải hiểu ở Tượng, nhưng cũng chưa phải ở Tượng mà ở Ý, vì ""Ý tại ngôn ngoại"". Tượng là biểu tượng, hình tượng, những hình tượng trong thiên nhiên chứa nhiều ý nghĩa của quy luật chung. Sự vật trong thiên nhiên vốn thiên hình vạn trạng, bậc thánh nhân xưa làm ra Kinh Dịch chỉ nhìn Tượng của sự vật mà đoán biết được Ý của thiên nhiên, tức Thiên ý, nghĩa là biết được những quy luật vận hành của vũ trụ vạn vật. Tiếp sau 2 quyển Dịch Kinh Tường Giải, Thượng và Hạ, giới thiệu tổng quát ý nghĩa của 64 quẻ, học giả Thu Giang Nguyễn Duy Cần giới thiệu tiếp đến bạn đọc phần khó hơn của Kinh Dịch đó là Tượng với tác phẩm Dịch Tượng Luận.
2/ Tử Vi Bí Kiếp: Trong những khoa ứng dụng Kinh Dịch chúng ta thấy khoa Tử Vi có giá trị nhiều nhất vì nó lấy con người làm đối tượng nghiên cứu. Tử Vi là một bộ môn dự báo tương lai bắt nguồn từ Kinh Dịch, do bị bí truyền nên mang màu sắc thần bí và được sử dụng như một hình thức bói toán dân gian. Qua tác phẩm Tử Vi Bí Kiếp, học giả Thu Giang giới thiệu đến người họcTử Vi một cái nhìn triết học về khoa này mà tác giả gọi là ""Tử Vi Hình Nhi Thượng Học"". Sách giúp người đọc giải tỏa những thắc mắc, mâu thuẫn trong khoa Tử Vi mà đến nay vẫn chưa có sách nào giải đáp cho thỏa đáng. Tử Vi Bí Kiếp là một bổ sung quý trong kho tàng ứng dụng và phát huy Dịch học. 
",360.000 đ,,NXB Trẻ,2021,23 x 15.5 cm,Bìa Cứng,632.0,
Phong Thủy Đặt Mộ Và Xem Thế Đất,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_221547_1.jpg,PHONG THỦY - KINH DỊCH,Thiệu Vĩ Hoa,"
Âm trạch là đất táng ông bà, cha mẹ mưu cầu phúc phần cho con cháu đời sau, vong linh được yên ổn thì con cháu mới được công thành danh toại. Người xưa vì thế mà xem âm trạch là nguồn gốc còn dương trạch là nhánh ngọn, họ chăm lo mộ phần tổ tiên rất chu đáo. Tìm đất tốt để an táng tổ tiên chẳng khác gì việc người sống đi tìm đất cất nhà. Người ta cũng xem hướng đặt mộ, chọn ngày tháng nào mà xây cất…
Để giúp bạn đọc có thêm tài liệu tham khảo về địa lý phong thủy cũng như phương pháp tầm long điểm huyệt hòng tìm được ngôi đất tốt để âm phần người thân được an ổn chúng tôi xin trân trọng giới thiệu ấn phẩm “Phong thủy đặt mộ và xem thế đất”. 
",168.000 đ,,NXB Hồng Đức,2021,24 x 16 x 2 cm,Bìa Mềm,416.0,
Lịch Vạn Niên 1932 - 2050 (Tái Bản),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935236421751.jpg,PHONG THỦY - KINH DỊCH,Tăng Cường Ngô,"
Sách được trình bày rất dễ tra cứu và chính xác. Bạn có thể tra cứu từ ngày dương lịch sang âm lịch và ngược lại...
Số phận con người cũng như đời sống nhân loại còn nhiều bí ẩn, vẫn là thách thức không dễ gì vượt qua. Trong giới hạn đó, có thể xem thuật giải đoán đời người qua 12 con giáp như là một phương thức tiếp cận “tiền khoa học” của người xưa, từ đó hiểu rõ thêm ý nghĩa văn hóa dân gian của việc gọi tên thời gian theo biểu tượng 12 con giáp.
Phần I: Biểu lịch từ 1932 – 1950 Lịch âm dương Trung Quốc
Phần II: Dự đoán đời người và 12 con giáp
Với mỗi tuổi (tương ứng với con giáp), ta sẽ biết được tài năng, sự nghiệp, tính cách, tài vận và hôn nhân, phúc lộc theo tháng sinh, theo các năm, vận mệnh của năm loại tuổi (tý, sửu, dần, mão...) 
",190.000 đ,,NXB Dân Trí,2021,27 x 19 cm,Bìa Mềm,612.0,
"1200 Câu Hỏi Phong Thủy Vượng Người, Vượng Nhà (Tái Bản 2020)",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_211848.jpg,PHONG THỦY - KINH DỊCH,Thạch Kiều Khanh,"
Trong kho tàng văn hóa Trung Hoa có một môn học đặc sắc và thực dụng là Phong Thủy. Môn học này khảo sát các quan hệ tương hỗ giữa môi trường và đời sống con người, từ những sự vật lớn lao như hình sông thế núi, tinh tú trăng sao cho đến những sự vật nhỏ bé như bông hoa trong phòng, viên sỏi ở lối đi... tất cả đều ảnh hưởng đến vận số thăng trầm của con người. Phong Thủy không chỉ đưa ra những quy tắc về thiết kế và trang trí nhà ở mà còn khuyến cáo về cách ứng xử giao tiếp xã hội để đạt được hiệu quả tối ưu trong đời sống.
1200 câu hỏi phong thủy vượng người, vượng nhà sẽ giải đáp các thắc mắc về kết cấu kiến trúc nhà ở, trang trí nội thất và cả về thời trang, hôn nhân, gia đình theo quan niệm phong thủy - những đề tài mà hầu hết các dân tộc phương Đông chịu ảnh hưởng của văn hóa Trung Hoa đều quan tâm sâu sắc.1200 câu hỏi phong thủy vượng người, vượng nhà của tác giả Thạch Kiều Thanh bao gồm 4 phần: - Phong thủy kết cấu kiến trúc
- Trang trí mang lại hiệu quả phong thủy
- Các kỹ thuật trang trí theo phong thủy
- Phong thủy và cuộc sống gia đình
Những lời giải đáp không chỉ đề cập đến xây dựng nhà cửa hay trang trí nội ngoại thất mà còn đi sâu vào tâm lý con người trong sinh hoạt hàng ngày cũng như các mối quan hệ nhân luân, với mục tiêu cụ thể là hạnh phúc và thành công.
Đây có thể được xem là cuốn cẩm nang thực dụng về phong thủy dành cho tất cả mọi người và mọi tình huống đời sống. 
",238.000 đ,,NXB Hồng Đức,2020,24 x 16 cm,Bìa Mềm,600.0,
Nghĩ Từ Trái Tim (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_32904.jpg,PHONG THỦY - KINH DỊCH,BS Đỗ Hồng Ngọc,"
Con người không chỉ có cái đau, con người còn có cái khổ nữa! Người thầy thuốc chữa được cái đau mà không chữa được cái khổ. Trong cuộc sống đầy những bất trắc, lo âu và căng thẳng như hiện nay, nỗi khổ lại càng chồng chất.... 
",50.000 đ,,NXB Tổng Hợp TPHCM,2020,17 x 17 cm,Bìa Mềm,176.0,
Khổng Tử Với Luận Ngữ,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_29482.jpg,PHONG THỦY - KINH DỊCH,"Dương Thu Ái, Nguyễn Kim Hanh","
		    Khổng Tử Với Luận Ngữ		    
",114.000 đ,,NXB Văn Học,2019,13 x 20.5 cm,Bìa Mềm,471.0,
Thái Ất Thần Kinh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_230108.jpg,PHONG THỦY - KINH DỊCH,Trạng Trình Nguyễn Bỉnh Khiêm,"
Thái Ất Thần Kinh
Đức Trạng Trình Nguyễn Bỉnh Khiêm là nhà thơ, nhà triết lý, nhà văn hoá vĩ đại. Ông được xếp vào một trong số ba vị Thánh Tiên Tri nổi tiếng của nhân loại.
Thái Ất Thần Kinh là tác phẩm kỳ thư huyền bí của ông. Người xưa gọi đây là: ""Thiên Thư"" (Sách Trời) và lưu giữ cẩn thận trong các gia đình thế gia quyền quý. Đúng là: ""Đồ thư một quyển nhà làm của.""
Thái Ất Thần Kinh là một công trình nghiên cứu công phu vĩ đại. Nó tổng hợp sức mạnh chuẩn xác của triết học toán rút ra từ những luồng vũ trụ, là nguồn tri thức hữu thể để hiện thực mệnh sống của con người với môi trường cảm ứng giữa người và trời đất cùng vạn vật.
Đây là một kiệt tác siêu toán học cung cấp những tri thức để tìm hiểu về vũ trụ cùng vạn vật và con người, có luồng thông lưu với nhau trong định luật cảm ứng, giúp chúng ta giải đoán hiểu biết thời thế về biến đổi không ngừng của thời cuộc xảy ra trên trái đất và sự  thịnh suy, được mất, bại thành của từng cá nhân theo quy luật tự nhiên của vũ trụ trong cõi nhân gian . . . 
",396.000 đ,,NXB Hồng Đức,2020,24 x 17 cm,Bìa Mềm,700.0,
Kinh Dịch Ngô Tất Tố - Dịch Và Chú Giải,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_10156.jpg,PHONG THỦY - KINH DỊCH,"Cao Đắc Điểm, Ngô Thị Thanh Lịch","
Trong Kinh Dịch các yếu tố duy vật, tiến bộ của học thuyết Mặc Địch, các triết lý nhân sinh trong Kinh Dịch được Ngô Tất Tố trình bày một cách khách quan khoa học. Ông cho rằng, đây là một cuốn sách lạ trong văn học giới của nhân loại, là bộ sách cổ triết học phương Đông. Nhưng Kinh Dịch không như Kinh Thi, Kinh Thư, nó là thứ sách nói hết sự lý vô cùng , vô tận của thiên hạ đời sau, chỉ một hai chữ đã là một cái đạo lý
TriVietBooks giới thiệu, phát hành  Kinh Dịch của Ngô Tất Tố, nhằm cung cấp một cuốn sách khảo sát giúp bạn đọc hiểu thêm về văn học cổ Trung Hoa từ thời Phục Hy tới Xuân Thu, Hán, Đường cũng đồng thời giúp các nhà nghiên cứu Hán nho, bộ sách cổ xưa ẩn khuất bao niềm triết lý về tu, tề, trị, bình và cách xem như hình tượng, chiêm đoán để tham khảo, ngẫm suy lẽ hay.
Lật mở từng trang sách Kinh dịch, bạn sẽ có cảm giác nhẹ nhàng, khoan khoái, bạn hẳn sẽ không nghĩ rằng quản lý trong học thuật truyền thống lại được viết ra gần gũi, dễ hiểu đến thế. Ở đó, bạn không hề thấy bất kỳ hơi thở nào mang âm hưởng nghiên cứu Nho giáo, càng không hề thấy chỗ nào khó hiểu cả. Đáng quý hơn là, bạn sẽ thấy mỗi một điểm trong cuốn sách này đều liên quan mật thiết đến công việc của bản thân mình. Mỗi một quan điểm, mỗi một kiến giải trong đó đều giúp chúng ta thoát ra khỏi khó khăn và cản trở để trưởng thành trong công việc. 
",220.000 đ,,NXB Văn Học,2019,16 x 24 cm,Bìa Mềm,766.0,
Kinh Dịch Đạo Của Người Quân Tử,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935246919361.jpg,PHONG THỦY - KINH DỊCH,Nguyễn Hiến Lê,"
Khắp thế giới có lẽ không có bộ sách nào kỳ dị như bộ Kinh Dịch.
Nó là một trong ba bộ kinh cổ nhất của Trung hoa, sau Kinh Thi và Kinh Thư, nhưng nguồn gốc của nó - tức bát quái - thì có thể sớm hơn vào cuối đời Ân, 1.200 năm trước Tây lịch.
Nó không do một người viết mà do nhiều người góp sức trong một ngàn năm, từ Văn Vương nhà Chu mãi đến đầu đời Tây Hán nó mới có hình thức gần như hình thức ngày nay chúng ta được biết từ Tây Hán đến nay, trên 2.000 năm nữa, thời nào cũng có người tìm hiểu nó thêm, đem ý riêng của mình và tư tưởng của thời đại giọi vào nó, khiến cho ý nghĩa và công dụng của nó mỗi ngày một nhiều và một xa nguồn gốc.
Do đó, không thể gọi nó là tác phẩm của một nhà nào cả, không phải của Khổng gia cũng không phải của Lão gia, và Vũ Đồng, tác giả bộ Trung Quốc triết học đại cương (Thương vụ ấn thư quán) gọi nó là tác phẩm chung của một phái, phái Dịch học, mà những người trong phái này gồm nhiều triết gia xu hướng khác nhau.
Mới đầu nó chỉ là sách bói, tới cuối đời Chu thành một sách triết lý tổng hợp những tư tưởng về vũ trụ quan, nhân sinh quan của dân tộc Trung Hoa thời Tiên Tần; qua đời Hán nó bắt đầu có màu sắc tượng số học, muốn giải thích vũ trụ bằng biểu tượng và số mục, tới đời Ngũ Đại nó được dùng trong môn lý số đời Tống nó thành lý học; ngày nay một số nhà bác học phương Tây như c. G Jung tâm lý gia nổi danh của Đức và Raymond de Becker (Pháp) muốn dùng nó để phân tích tiềm thức con người, coi nó là một phương pháp phân tâm học. 
",204.000 đ,,NXB Hồng Đức,2018,24 x 16 x 0.5 cm,Bìa Mềm,520.0,
Phong Thủy Nhập Môn,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_28717.jpg,PHONG THỦY - KINH DỊCH,Lý Cư Minh,"
Phong Thủy Nhập Môn
Phong thủy có vai trò rất to lớn, tuy nhiên nó chỉ hỗ trợ, có tác dụng cải tiến, chứ không thể làm thay đổi hoàn toàn mệnh vận của một người. Phong thủy tốt sẽ giúp giảm thiểu được tai họa khi gặp vận xấu, giúp gia tăng sự thành công và may mắn khi vào vận tốt.
""Nhập Môn Phong Thủy"" là cuốn sách khởi đầu cho những người muốn tìm hiểu về phong thủy, nội dung cuốn sách cũng được dùng làm tài liệu giảng dạy tại Trung tâm đào tạo phong thủy - Viện nghiên cứu Phong thủy Thế giới, cũng như dùng cho hội viên Hội Kinh dịch thế giới tại Việt Nam. Quan điểm và cách lý giải về Phong thủy trong cuốn sách này là kết quả nghiên cứu, tìm tòi trong nhiều năm của tác giả. Cuốn sách đề cập tới các vấn đề:

Cơ sở lý luận phong thủy nhập môn
Bí quyết phong thủy Huyền không
Thế nào là Tam bàn quái? Thất tinh đả kiếp?
Sát tinh trạch vận, bài trí nhà ở theo bát vận...
 
",129.000 đ,,NXB Hồng Đức,2018,16 x 24 cm,Bìa Mềm,295.0,
Chỉ Cần 10 Phút Để Sắp Xếp Nhà Cửa Ngăn Nắp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_64000.jpg,PHONG THỦY - KINH DỊCH,Thu Trang,"
		    Chỉ Cần 10 Phút Để Sắp Xếp Nhà Cửa Ngăn Nắp
Bạn đừng dành cả một ngày hay một buổi để dọn dẹp toàn bộ ngôi nhà. Đây chắc chắn không phải là con đường để xây dựng nên lối sống ngăn nắp, gọn gàng. Hãy bắt đầu dần dần, từng chút một.
Điều cuối cùng trước khi chúng ta bắt tay vào mẹo vặt đầu tiên, đó là sống ngăn nắp, có tổ chức luôn là điều tốt cho sự thành công của bạn, vì khi đó mọi thứ đều được nằm trong tầm kiểm soát. Hãy nhớ, mọi thứ luôn ở đúng vị trí của nó, chỉ có điều bạn có tìm thấy hay không.
Hãy đọc cuốn sách này để chỉ cần 10 phút, bạn cũng có thể sắp xếp nhà cửa ngăn nắp!		    
",28.000 đ,,NXB Phụ Nữ,05-2012,20.5 x 18,Bìa Mềm,80.0,
Kinh Dịch (Ngô Tất Tố),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_194298.jpg,PHONG THỦY - KINH DỊCH,Ngô Tất Tố,"
Trong lĩnh vực khảo cứu, dịch thuật, Ngô Tất Tố là người có những công trình nghiêm túc, như bộ Việt Nam văn học, các bộ Hoàng Lê Nhất Thống Chí, Đường Thi, Lão Tử, Mặc Tử, Kinh Dịch..đều được ông dịch và chú giải rõ ràng. Trong Kinh Dịch các yếu tố duy vật, tiến bộ của học thuyết Mặc Địch, các triết lý nhân sinh trong Kinh Dịch được Ngô Tất Tố trình bày một cách khách quan khoa học . Ông cho rằng, đây là một cuốn sách lạ trong văn học giới của nhân loại ,là bộ sách cổ triết học phương Đông. Nhưng Kinh Dịch không như Kinh Thi, Kinh Thư, nó là thứ sách nói hết sự lý vô cùng , vô tận của thiên hạ đời sau, chỉ một hai chữ đã là một cái đạo lý...
Giới thiệu Kinh Dịch của Ngô Tất Tố, nhằm cung cấp một cuốn sách khảo sát giúp bạn đọc hiểu thêm về văn học cổ Trung Hoa từ thời Phục Hy tới Xuân Thu, Hán , Đường... cũng đồng thời giúp các nhà nghiên cứu Hán nho, bộ sách cổ xưa ẩn khuất bao niềm triết lý về tu, tề, trị, bình và cách xem như hình tượng , chiêm đoán để tham khảo, ngẫm suy lẽ hay.
Mời bạn đón đọc. 
",250.000 đ,,NXB Văn Học,2016,19 x 27,Bìa Mềm,842.0,
Ứng Dụng 64 Quẻ Kinh Dịch Trong Kinh Doanh (Bìa Cứng),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_226950.jpg,PHONG THỦY - KINH DỊCH,Trương Kiến Trí,"
Ứng Dụng 64 Quẻ Kinh Dịch Trong Kinh Doanh Kinh Dịch là bộ Thiên Thư đã viết cách đây mấy ngàn năm, tích lũy những trí tuệ thâm viễn không chỗ nào không chiếu sáng. Bất luận là văn tự hay nghĩa lý của tượng, quái, hào, đều căn cứ vào đạo lý tự nhiên của sự vật. Người đời sau có thể dựa vào đó để khai triển tư duy, vừa dự trắc tìm hiểu tương lai. Quy luật vận hành của thương trường và hoạt động kinh doanh không lẽ không vận hành theo đạo lý tự nhiên của sự vật đó hay sao? Khi bạn mở cuốn Kinh Dịch ứng dụng trong kinh doanh này, từ câu Tự cường bất tức của quẻ thứ nhất, tức quẻ Kiền, bạn tiếp tục đọc và nghiền ngẫm, cho đến khi đọc xong cuốn sách, biết đâu cuốn sách này có thể giúp bạn giải toả được vài đám mây đen bao phủ trên đường kinh doanh của bạn, hoặc tiêu trừ sự mệt mỏi, tăng lòng tự tin của bạn và gợi một chút ánh sáng nào đó cho bạn... 
",199.000 đ,,NXB Thanh Hóa,2018,24 x 16 x 2 cm,Bìa Cứng,227.0,
